cell,binary,pair,pos,rate,think,tick_us,worker_threads,pre_vus,max_vus,cores,exit,iterations,dropped,achieved_per_s,wall_s,task_clock_ms,cycles,instructions,ctx_switches,cpu_migrations,cache_misses
r50000-0s-tick5000-wt2,base,2,2,50000,0s,5000,2,64,128,0-3,0,255926.0,243857.0,25592.6,11.028,1376.37,1996177106,2417447985,8518,39,26329696
r50000-0s-tick5000-wt2,base,3,1,50000,0s,5000,2,64,128,0-3,0,255927.0,243861.0,25592.7,11.029,1505.39,2157655233,2486769756,8659,6,36115827
r50000-0s-tick5000-wt2,cand,3,2,50000,0s,5000,2,64,128,0-3,0,499802.0,0,49980.2,10.028,2427.98,3512217078,3791055829,13087,64,31429977
r50000-0s-tick5000-wt2,cand,4,1,50000,0s,5000,2,64,128,0-3,0,499785.0,0,49978.5,10.028,2390.70,3455507528,3811817657,13045,28,32617092
r50000-0s-tick5000-wt2,base,4,2,50000,0s,5000,2,64,128,0-3,0,255925.0,243834.0,25592.5,11.030,1397.71,2023874993,2442937307,8497,17,30978284
r50000-0s-tick5000-wt2,base,5,1,50000,0s,5000,2,64,128,0-3,0,255925.0,243923.0,25592.5,11.030,1417.44,2013039970,2419272020,8445,4,27482337
r50000-0s-tick5000-wt2,cand,5,2,50000,0s,5000,2,64,128,0-3,0,499773.0,0,49977.3,10.027,2344.46,3418361834,3795953870,13016,6,30948349
r150000-0s-tick5000-wt2,base,0,warmup,150000,0s,5000,2,64,128,0-3,0,256285.0,1243075.0,25628.5,11.027,1526.45,2197258560,3467339395,8196,9,26153246
r150000-0s-tick5000-wt2,cand,0,warmup,150000,0s,5000,2,64,128,0-3,0,1067269.0,432167.0,106726.9,10.029,4117.76,6134082388,6627763629,15228,5,57514122
r150000-0s-tick5000-wt2,base,1,1,150000,0s,5000,2,64,128,0-3,0,256191.0,1243223.0,25619.1,11.028,1585.35,2265783084,3479623495,8167,11,32447030
r150000-0s-tick5000-wt2,cand,1,2,150000,0s,5000,2,64,128,0-3,0,1062055.0,437238.0,106205.5,10.029,3968.59,6036533618,6574792824,15338,5,56029291
r150000-0s-tick5000-wt2,cand,2,1,150000,0s,5000,2,64,128,0-3,0,1069852.0,429441.0,106985.2,10.030,3874.83,5910556703,6636409842,15469,2,57067478
r150000-0s-tick5000-wt2,base,2,2,150000,0s,5000,2,64,128,0-3,0,256140.0,1243218.0,25614.0,11.028,1566.55,2254537874,3474638834,8186,6,31472186
r150000-0s-tick5000-wt2,base,3,1,150000,0s,5000,2,64,128,0-3,0,256335.0,1243016.0,25633.5,11.031,1522.80,2194073106,3468195698,8152,8,25821567
r150000-0s-tick5000-wt2,cand,3,2,150000,0s,5000,2,64,128,0-3,0,1071067.0,428268.0,107106.7,10.030,3989.28,6079258069,6603683170,15339,5,57023237
r150000-0s-tick5000-wt2,cand,4,1,150000,0s,5000,2,64,128,0-3,0,1065241.0,434126.0,106524.1,10.029,4025.88,5951841951,6612333310,15297,7,56849603
r150000-0s-tick5000-wt2,base,4,2,150000,0s,5000,2,64,128,0-3,0,256218.0,1243180.0,25621.8,11.030,1638.63,2346788409,3481183349,8186,6,33110434
r150000-0s-tick5000-wt2,base,5,1,150000,0s,5000,2,64,128,0-3,0,256209.0,1243116.0,25620.9,11.031,1561.23,2253804163,3465822948,8154,5,27947875
r150000-0s-tick5000-wt2,cand,5,2,150000,0s,5000,2,64,128,0-3,0,1067103.0,432388.0,106710.3,10.029,4067.63,6025188445,6618563936,15270,2,57239588
r250000-0s-tick5000-wt2,base,0,warmup,250000,0s,5000,2,64,128,0-3,0,260401.0,2238501.0,26040.1,11.026,1868.45,2712160170,4658617360,8162,6,25718479
r250000-0s-tick5000-wt2,cand,0,warmup,250000,0s,5000,2,64,128,0-3,0,1063666.0,1435546.0,106366.6,10.030,4100.26,6051381218,6616588294,15275,0,57271351
r250000-0s-tick5000-wt2,base,1,1,250000,0s,5000,2,64,128,0-3,0,259283.0,2239634.0,25928.3,11.029,1906.54,2752463107,4656760586,8162,2,27656763
r250000-0s-tick5000-wt2,cand,1,2,250000,0s,5000,2,64,128,0-3,0,1068085.0,1430814.0,106808.5,10.029,4018.33,6093409970,6613459032,15358,4,56613366
r250000-0s-tick5000-wt2,cand,2,1,250000,0s,5000,2,64,128,0-3,0,1067198.0,1431594.0,106719.8,10.029,4173.98,6257429219,6594915858,15209,0,56630406
r250000-0s-tick5000-wt2,base,2,2,250000,0s,5000,2,64,128,0-3,0,258214.0,2240708.0,25821.4,11.029,1889.79,2725010042,4655469957,8152,2,31880304
r250000-0s-tick5000-wt2,base,3,1,250000,0s,5000,2,64,128,0-3,0,257743.0,2241089.0,25774.3,11.029,1934.19,2747918701,4656257911,8160,8,33159435
r250000-0s-tick5000-wt2,cand,3,2,250000,0s,5000,2,64,128,0-3,0,1064543.0,1434659.0,106454.3,10.031,4041.81,6141223868,6599466115,15275,6,56823883
r250000-0s-tick5000-wt2,cand,4,1,250000,0s,5000,2,64,128,0-3,0,1066650.0,1432256.0,106665.0,10.028,4028.04,6041683004,6601022295,15316,9,56379136
r250000-0s-tick5000-wt2,base,4,2,250000,0s,5000,2,64,128,0-3,0,258152.0,2240755.0,25815.2,11.028,1902.34,2760315016,4658596132,8186,8,32878800
r250000-0s-tick5000-wt2,base,5,1,250000,0s,5000,2,64,128,0-3,0,258625.0,2240302.0,25862.5,11.028,1739.68,2745326087,4661550892,8267,5,29410177
r250000-0s-tick5000-wt2,cand,5,2,250000,0s,5000,2,64,128,0-3,0,1077012.0,1421745.0,107701.2,10.029,4043.35,6286780888,6644122912,15291,4,56430960
r50000-1ms-tick5000-wt2,base,0,warmup,50000,1ms,5000,2,512,1024,0-3,0,499838.0,0,49983.8,11.031,2241.42,3367996044,3857066733,9672,8,38496962
r50000-1ms-tick5000-wt2,cand,0,warmup,50000,1ms,5000,2,512,1024,0-3,0,499799.0,0,49979.9,10.032,2349.38,3438770494,3925528114,9755,3,40779181
r50000-1ms-tick5000-wt2,base,1,1,50000,1ms,5000,2,512,1024,0-3,0,499803.0,0,49980.3,11.030,2233.28,3230015450,3859994385,9703,2,38602149
r50000-1ms-tick5000-wt2,cand,1,2,50000,1ms,5000,2,512,1024,0-3,0,499819.0,0,49981.9,10.030,2378.73,3463353129,3921763433,9595,2,40100148
r50000-1ms-tick5000-wt2,cand,2,1,50000,1ms,5000,2,512,1024,0-3,0,499820.0,0,49982.0,10.032,2298.93,3378949934,3904172081,9604,5,38792720
r50000-1ms-tick5000-wt2,base,2,2,50000,1ms,5000,2,512,1024,0-3,0,499767.0,0,49976.7,11.030,2254.70,3290786802,3869016353,9574,13,41544332
r50000-1ms-tick5000-wt2,base,3,1,50000,1ms,5000,2,512,1024,0-3,0,499770.0,0,49977.0,11.028,2339.42,3422143664,3868028460,9766,0,38279302
r50000-1ms-tick5000-wt2,cand,3,2,50000,1ms,5000,2,512,1024,0-3,0,499846.0,0,49984.6,10.031,2361.11,3441833672,3918574373,9571,4,38759387
r50000-1ms-tick5000-wt2,cand,4,1,50000,1ms,5000,2,512,1024,0-3,0,499801.0,0,49980.1,10.030,2268.03,3322347073,3939351775,10400,2,38442595
r50000-1ms-tick5000-wt2,base,4,2,50000,1ms,5000,2,512,1024,0-3,0,499807.0,0,49980.7,11.030,2254.73,3289763578,3857543219,9744,5,37808376
r50000-1ms-tick5000-wt2,base,5,1,50000,1ms,5000,2,512,1024,0-3,0,499802.0,0,49980.2,11.029,2198.70,3241812999,3843519797,9686,5,38184737
r50000-1ms-tick5000-wt2,cand,5,2,50000,1ms,5000,2,512,1024,0-3,0,499832.0,0,49983.2,10.030,2259.48,3340096477,3896646689,9565,7,39274461
r150000-1ms-tick5000-wt2,base,0,warmup,150000,1ms,5000,2,512,1024,0-3,0,1499428.0,0,149942.8,11.029,5165.81,7638411298,10588138376,10229,5,110475355
r150000-1ms-tick5000-wt2,cand,0,warmup,150000,1ms,5000,2,512,1024,0-3,0,1499501.0,0,149950.1,10.025,5191.58,7811524378,10753146674,10540,0,115675135
r150000-1ms-tick5000-wt2,base,1,1,150000,1ms,5000,2,512,1024,0-3,0,1499355.0,0,149935.5,11.029,5208.01,7773199857,10551396372,11157,2,111389273
r150000-1ms-tick5000-wt2,cand,1,2,150000,1ms,5000,2,512,1024,0-3,0,1499428.0,0,149942.8,10.029,5337.32,7960941162,10871016688,10818,0,113642875
r150000-1ms-tick5000-wt2,cand,2,1,150000,1ms,5000,2,512,1024,0-3,0,1499459.0,0,149945.9,10.030,5511.18,8170653033,10953910208,11058,1,114683685
r150000-1ms-tick5000-wt2,base,2,2,150000,1ms,5000,2,512,1024,0-3,0,1499291.0,0,149929.1,11.030,5392.63,8023081354,10599587906,10816,7,113464708
r150000-1ms-tick5000-wt2,base,3,1,150000,1ms,5000,2,512,1024,0-3,0,1499377.0,0,149937.7,11.032,5690.41,8439296976,10570364918,12484,2,112338143
r150000-1ms-tick5000-wt2,cand,3,2,150000,1ms,5000,2,512,1024,0-3,0,1499433.0,0,149943.3,10.032,5289.65,8027723669,10837826132,10833,4,113647710
r150000-1ms-tick5000-wt2,cand,4,1,150000,1ms,5000,2,512,1024,0-3,0,1499425.0,0,149942.5,10.030,5656.12,8409741015,10802891666,10906,3,113841954
r150000-1ms-tick5000-wt2,base,4,2,150000,1ms,5000,2,512,1024,0-3,0,1499468.0,0,149946.8,11.029,5402.18,7980757529,10678439609,10644,3,111911768
r150000-1ms-tick5000-wt2,base,5,1,150000,1ms,5000,2,512,1024,0-3,0,1499408.0,0,149940.8,11.032,5687.59,8449945058,10624000055,12173,3,111318133
r150000-1ms-tick5000-wt2,cand,5,2,150000,1ms,5000,2,512,1024,0-3,0,1499434.0,0,149943.4,10.031,5301.49,7918533847,10808960053,10609,2,111802679
r250000-1ms-tick5000-wt2,base,0,warmup,250000,1ms,5000,2,512,1024,0-3,0,2044317.0,454705.0,204431.7,11.031,7076.82,10589099236,14872332657,9739,1,147375053
r250000-1ms-tick5000-wt2,cand,0,warmup,250000,1ms,5000,2,512,1024,0-3,0,2496406.0,2657.0,249640.6,10.031,7605.35,11872788179,16243979072,11580,0,166351704
r250000-1ms-tick5000-wt2,base,1,1,250000,1ms,5000,2,512,1024,0-3,0,2042981.0,456066.0,204298.1,11.031,7525.24,11140334541,14737666703,12993,0,152330837
r250000-1ms-tick5000-wt2,cand,1,2,250000,1ms,5000,2,512,1024,0-3,0,2499191.0,0,249919.1,10.029,7731.70,11659675911,16255986368,10708,4,172951217
r250000-1ms-tick5000-wt2,cand,2,1,250000,1ms,5000,2,512,1024,0-3,0,2499234.0,0,249923.4,10.031,7920.26,12300430682,16385099093,11585,0,168895725
r250000-1ms-tick5000-wt2,base,2,2,250000,1ms,5000,2,512,1024,0-3,0,2044167.0,454865.0,204416.7,11.030,7038.91,10449659479,14818848468,9915,4,147276947
r250000-1ms-tick5000-wt2,base,3,1,250000,1ms,5000,2,512,1024,0-3,0,2045378.0,453442.0,204537.8,11.031,6848.43,10511267558,14853901486,10410,2,146116085
r250000-1ms-tick5000-wt2,cand,3,2,250000,1ms,5000,2,512,1024,0-3,0,2499228.0,0,249922.8,10.032,7222.01,12974986885,16534974410,11936,6,167788374
r250000-1ms-tick5000-wt2,cand,4,1,250000,1ms,5000,2,512,1024,0-3,0,2499214.0,0,249921.4,10.032,7990.99,12321205855,16424613886,11661,2,169362618
r250000-1ms-tick5000-wt2,base,4,2,250000,1ms,5000,2,512,1024,0-3,0,2045760.0,453249.0,204576.0,11.029,6916.13,10378634459,14829485889,10240,0,149822209
r250000-1ms-tick5000-wt2,base,5,1,250000,1ms,5000,2,512,1024,0-3,0,2042704.0,456354.0,204270.4,11.032,7547.17,11234681415,14738015839,12959,0,151372737
r250000-1ms-tick5000-wt2,cand,5,2,250000,1ms,5000,2,512,1024,0-3,0,2499159.0,0,249915.9,10.030,7885.82,11819171160,16212500062,11139,2,169285065
r50000-0s-tick5000-wt16,base,0,warmup,50000,0s,5000,16,64,128,0-19,0,255963.0,243865.0,25596.3,11.035,9737.17,12368275796,6744559429,233926,2003,66561600
r50000-0s-tick5000-wt16,cand,0,warmup,50000,0s,5000,16,64,128,0-19,0,499818.0,0,49981.8,10.033,22033.77,27315396893,14758446125,573864,641,111091805
r50000-0s-tick5000-wt16,base,1,1,50000,0s,5000,16,64,128,0-19,0,255928.0,243899.0,25592.8,11.033,9513.97,12287601204,6556191767,235956,330,64726810
r50000-0s-tick5000-wt16,cand,1,2,50000,0s,5000,16,64,128,0-19,0,499825.0,0,49982.5,10.032,22116.30,27545342288,14852163782,575438,2048,114386584
r50000-0s-tick5000-wt16,cand,2,1,50000,0s,5000,16,64,128,0-19,0,499803.0,0,49980.3,10.032,21717.49,27140466081,14563026543,569180,198,111398205
r50000-0s-tick5000-wt16,base,2,2,50000,0s,5000,16,64,128,0-19,0,255947.0,243884.0,25594.7,11.032,10187.78,12798276699,6779719754,244506,448,65666569
r50000-0s-tick5000-wt16,base,3,1,50000,0s,5000,16,64,128,0-19,0,255772.0,244059.0,25577.2,11.034,9381.41,11908636713,6402597861,224062,276,67416051
r50000-0s-tick5000-wt16,cand,3,2,50000,0s,5000,16,64,128,0-19,0,499824.0,0,49982.4,10.032,23226.59,28764553575,15672147254,629767,403,115653545
r50000-0s-tick5000-wt16,cand,4,1,50000,0s,5000,16,64,128,0-19,0,499824.0,0,49982.4,10.033,22210.20,27491904581,14851662493,581157,423,111899169
r50000-0s-tick5000-wt16,base,4,2,50000,0s,5000,16,64,128,0-19,0,255971.0,243863.0,25597.1,11.034,9416.66,11937968276,6271158243,216822,215,68362266
r50000-0s-tick5000-wt16,base,5,1,50000,0s,5000,16,64,128,0-19,0,255937.0,243879.0,25593.7,11.032,9579.45,12291606100,6563548523,233449,367,67027350
r50000-0s-tick5000-wt16,cand,5,2,50000,0s,5000,16,64,128,0-19,0,499819.0,0,49981.9,10.032,22073.87,27708631652,15156316727,581617,4629,117084054
r150000-0s-tick5000-wt16,base,0,warmup,150000,0s,5000,16,64,128,0-19,0,256248.0,1243213.0,25624.8,11.034,9907.79,12581143230,7592568774,220771,417,68693511
r150000-0s-tick5000-wt16,cand,0,warmup,150000,0s,5000,16,64,128,0-19,0,973911.0,525448.0,97391.1,10.033,33532.79,42856633903,23068849540,832954,157,161417124
r150000-0s-tick5000-wt16,base,1,1,150000,0s,5000,16,64,128,0-19,0,256352.0,1243095.0,25635.2,11.032,10845.90,14111171292,8424641668,260980,469,68159266
r150000-0s-tick5000-wt16,cand,1,2,150000,0s,5000,16,64,128,0-19,0,962361.0,537145.0,96236.1,10.032,33885.85,44393808085,24208467997,871008,7611,169237598
r150000-0s-tick5000-wt16,cand,2,1,150000,0s,5000,16,64,128,0-19,0,973737.0,525681.0,97373.7,10.033,32160.01,42306816793,22545831476,810786,314,159400404
r150000-0s-tick5000-wt16,base,2,2,150000,0s,5000,16,64,128,0-19,0,256218.0,1243298.0,25621.8,11.033,9054.21,11629425679,7082493992,194791,227,71610340
r150000-0s-tick5000-wt16,base,3,1,150000,0s,5000,16,64,128,0-19,0,256270.0,1243227.0,25627.0,11.034,9972.44,12714515389,7639614113,224935,272,66299392
r150000-0s-tick5000-wt16,cand,3,2,150000,0s,5000,16,64,128,0-19,0,971552.0,527863.0,97155.2,10.032,31982.43,42658665964,23269509603,825022,6038,170177282
r150000-0s-tick5000-wt16,cand,4,1,150000,0s,5000,16,64,128,0-19,0,975001.0,524457.0,97500.1,10.033,30212.43,40890955092,22053873120,787508,452,156693142
r150000-0s-tick5000-wt16,base,4,2,150000,0s,5000,16,64,128,0-19,0,256179.0,1243293.0,25617.9,11.032,9219.21,11848706979,7161057655,196992,548,71081136
r150000-0s-tick5000-wt16,base,5,1,150000,0s,5000,16,64,128,0-19,0,256219.0,1243242.0,25621.9,11.027,7603.58,9908929789,6145880091,135577,1354,82238230
r150000-0s-tick5000-wt16,cand,5,2,150000,0s,5000,16,64,128,0-19,0,973341.0,526020.0,97334.1,10.034,35360.58,45973962219,24563893253,923759,235,170832922
r250000-0s-tick5000-wt16,base,0,warmup,250000,0s,5000,16,64,128,0-19,0,257108.0,2242011.0,25710.8,11.033,11292.20,14563171451,9552087038,253457,234,69652414
r250000-0s-tick5000-wt16,cand,0,warmup,250000,0s,5000,16,64,128,0-19,0,969499.0,1529703.0,96949.9,10.033,32853.81,42628453854,23121012759,821826,4521,160092852
r250000-0s-tick5000-wt16,base,1,1,250000,0s,5000,16,64,128,0-19,0,257043.0,2242009.0,25704.3,11.032,10467.34,13466197607,8835443819,222445,457,67322291
r250000-0s-tick5000-wt16,cand,1,2,250000,0s,5000,16,64,128,0-19,0,969681.0,1529224.0,96968.1,10.033,32941.97,43278647124,23384346907,822387,7186,164731875
r250000-0s-tick5000-wt16,cand,2,1,250000,0s,5000,16,64,128,0-19,0,973680.0,1525325.0,97368.0,10.032,32379.79,42631747738,22804911377,833744,286,162181628
r250000-0s-tick5000-wt16,base,2,2,250000,0s,5000,16,64,128,0-19,0,257569.0,2241584.0,25756.9,11.034,10206.62,13137668694,8706203238,212750,306,68740475
r250000-0s-tick5000-wt16,base,3,1,250000,0s,5000,16,64,128,0-19,0,257598.0,2241553.0,25759.8,11.033,11465.05,14856119979,9619193432,261627,289,69855102
r250000-0s-tick5000-wt16,cand,3,2,250000,0s,5000,16,64,128,0-19,0,968772.0,1530319.0,96877.2,10.032,31280.64,40865958550,21868268779,758654,4154,161290594
r250000-0s-tick5000-wt16,cand,4,1,250000,0s,5000,16,64,128,0-19,0,975490.0,1523469.0,97549.0,10.034,33116.85,43442096469,23219430479,831529,2108,163496149
r250000-0s-tick5000-wt16,base,4,2,250000,0s,5000,16,64,128,0-19,0,257324.0,2241572.0,25732.4,11.033,10683.60,13756241755,8967578454,221217,278,71807588
r250000-0s-tick5000-wt16,base,5,1,250000,0s,5000,16,64,128,0-19,0,257339.0,2241733.0,25733.9,11.032,10131.57,13127341268,8607331843,211294,342,69819211
r250000-0s-tick5000-wt16,cand,5,2,250000,0s,5000,16,64,128,0-19,0,970596.0,1528335.0,97059.6,10.034,32465.51,42154909793,22987313586,808925,5807,165629499
r50000-1ms-tick5000-wt16,base,0,warmup,50000,1ms,5000,16,512,1024,0-19,0,499841.0,0,49984.1,11.034,30310.74,37841905960,20279026450,814444,2798,151209820
r50000-1ms-tick5000-wt16,cand,0,warmup,50000,1ms,5000,16,512,1024,0-19,0,499812.0,0,49981.2,10.035,30239.73,38845546284,20770327869,796993,4222,143474782
r50000-1ms-tick5000-wt16,base,1,1,50000,1ms,5000,16,512,1024,0-19,0,499762.0,0,49976.2,11.033,27052.55,33996974989,18756430660,726728,259,133846641
r50000-1ms-tick5000-wt16,cand,1,2,50000,1ms,5000,16,512,1024,0-19,0,499831.0,0,49983.1,10.033,30880.94,38713291372,20638774448,806698,206,142695139
r50000-1ms-tick5000-wt16,cand,2,1,50000,1ms,5000,16,512,1024,0-19,0,499788.0,0,49978.8,10.035,30579.10,38650073058,20577410072,803265,296,143175184
r50000-1ms-tick5000-wt16,base,2,2,50000,1ms,5000,16,512,1024,0-19,0,499784.0,0,49978.4,11.033,24999.84,32157195662,16657001183,634716,2547,139493131
r50000-1ms-tick5000-wt16,base,3,1,50000,1ms,5000,16,512,1024,0-19,0,499828.0,0,49982.8,11.034,25938.20,33611073125,17246085725,674300,436,137776565
r50000-1ms-tick5000-wt16,cand,3,2,50000,1ms,5000,16,512,1024,0-19,0,499754.0,0,49975.4,10.033,29709.40,38360327716,20657152651,778195,4619,143220240
r50000-1ms-tick5000-wt16,cand,4,1,50000,1ms,5000,16,512,1024,0-19,0,499801.0,0,49980.1,10.034,31021.84,39571243794,21214033580,850900,251,146091266
r50000-1ms-tick5000-wt16,base,4,2,50000,1ms,5000,16,512,1024,0-19,0,499771.0,0,49977.1,11.037,26314.36,32866938168,18097709041,691704,221,130905636
r50000-1ms-tick5000-wt16,base,5,1,50000,1ms,5000,16,512,1024,0-19,0,499779.0,0,49977.9,11.034,26642.10,33579740755,16940325259,654930,393,136241354
r50000-1ms-tick5000-wt16,cand,5,2,50000,1ms,5000,16,512,1024,0-19,0,499817.0,0,49981.7,10.034,28223.44,35835878081,19905819822,703980,12158,145158986
r150000-1ms-tick5000-wt16,base,0,warmup,150000,1ms,5000,16,512,1024,0-19,0,1245725.0,253319.0,124572.5,11.035,94251.51,132599072487,70569170395,2850409,139,360965961
r150000-1ms-tick5000-wt16,cand,0,warmup,150000,1ms,5000,16,512,1024,0-19,0,1490830.0,8610.0,149083.0,10.036,91891.01,127039663006,68164519648,2652995,147,355641978
r150000-1ms-tick5000-wt16,base,1,1,150000,1ms,5000,16,512,1024,0-19,0,1230407.0,269054.0,123040.7,11.035,93874.38,128823748530,69849206865,2774914,122,358939991
r150000-1ms-tick5000-wt16,cand,1,2,150000,1ms,5000,16,512,1024,0-19,0,1496291.0,3045.0,149629.1,10.032,63074.01,171895571239,81749325549,3537788,64152,529347744
r150000-1ms-tick5000-wt16,cand,2,1,150000,1ms,5000,16,512,1024,0-19,0,1499301.0,0,149930.1,10.032,80108.46,171386353914,87349089033,3599111,25133,480121752
r150000-1ms-tick5000-wt16,base,2,2,150000,1ms,5000,16,512,1024,0-19,0,1484970.0,14395.0,148497.0,11.038,83247.18,172675845876,87360871006,3924126,1512,494571532
r150000-1ms-tick5000-wt16,base,3,1,150000,1ms,5000,16,512,1024,0-19,0,1496507.0,2950.0,149650.7,11.036,72921.34,159182373160,81259137476,3368903,15487,465951421
r150000-1ms-tick5000-wt16,cand,3,2,150000,1ms,5000,16,512,1024,0-19,0,1498285.0,1244.0,149828.5,10.033,89930.91,154540638272,79247377755,3186009,457,422167185
r150000-1ms-tick5000-wt16,cand,4,1,150000,1ms,5000,16,512,1024,0-19,0,1499423.0,0,149942.3,10.037,83064.09,187047374985,93049944748,4150468,2292,501547772
r150000-1ms-tick5000-wt16,base,4,2,150000,1ms,5000,16,512,1024,0-19,0,1444816.0,54531.0,144481.6,11.036,84819.12,149940408034,76812572687,3103215,11037,445911662
r150000-1ms-tick5000-wt16,base,5,1,150000,1ms,5000,16,512,1024,0-19,0,1480514.0,19069.0,148051.4,11.036,86723.15,167382835856,85963429427,3797086,3353,494472540
r150000-1ms-tick5000-wt16,cand,5,2,150000,1ms,5000,16,512,1024,0-19,0,1498275.0,1168.0,149827.5,10.039,91965.73,145919762846,75917508049,3018607,230,393873014
r250000-1ms-tick5000-wt16,base,0,warmup,250000,1ms,5000,16,512,1024,0-19,0,1455528.0,1043539.0,145552.8,11.036,94040.42,162317868434,84477454459,3610235,251,465508430
r250000-1ms-tick5000-wt16,cand,0,warmup,250000,1ms,5000,16,512,1024,0-19,0,2004797.0,493101.0,200479.7,10.032,90797.66,138306886792,72884063543,2920629,1217,393917453
r250000-1ms-tick5000-wt16,base,1,1,250000,1ms,5000,16,512,1024,0-19,0,1430588.0,1068439.0,143058.8,11.036,94402.82,157310031480,82445436973,3448609,2651,456997200
r250000-1ms-tick5000-wt16,cand,1,2,250000,1ms,5000,16,512,1024,0-19,0,2201825.0,297059.0,220182.5,10.035,92523.33,142286614457,75560153538,2838536,1434,411525843
r250000-1ms-tick5000-wt16,cand,2,1,250000,1ms,5000,16,512,1024,0-19,0,2065937.0,433365.0,206593.7,10.035,92046.88,136240195295,72556030346,2852878,210,398637560
r250000-1ms-tick5000-wt16,base,2,2,250000,1ms,5000,16,512,1024,0-19,0,1334846.0,1164417.0,133484.6,11.036,94515.57,133140333095,74021102165,2824140,134,379774264
r250000-1ms-tick5000-wt16,base,3,1,250000,1ms,5000,16,512,1024,0-19,0,1524661.0,974413.0,152466.1,11.037,93541.05,159833485361,81667369464,3240017,15632,461037029
r250000-1ms-tick5000-wt16,cand,3,2,250000,1ms,5000,16,512,1024,0-19,0,2151277.0,347233.0,215127.7,10.035,91956.33,140018031442,74191757916,2795771,186,397211827
r250000-1ms-tick5000-wt16,cand,4,1,250000,1ms,5000,16,512,1024,0-19,0,1964660.0,534605.0,196466.0,10.037,92126.55,128910634813,68931380375,2699706,163,376042261
r250000-1ms-tick5000-wt16,base,4,2,250000,1ms,5000,16,512,1024,0-19,0,1338052.0,1160879.0,133805.2,11.037,95666.23,139564305760,74288535607,2923670,133,392529878
r250000-1ms-tick5000-wt16,base,5,1,250000,1ms,5000,16,512,1024,0-19,0,1380263.0,1118968.0,138026.3,11.036,88440.16,160476844960,84127177264,3466264,76453,472768015
r250000-1ms-tick5000-wt16,cand,5,2,250000,1ms,5000,16,512,1024,0-19,0,2094750.0,404651.0,209475.0,10.035,91066.51,147260372998,75383638232,2960779,5711,407034024
lowrate-overwake,base,0,warmup,1000,1ms,5000,16,2000,2000,0-19,0,9991.0,0,999.1,11.037,314.35,377506975,247365937,9473,81,8919154
lowrate-overwake,cand,0,warmup,1000,1ms,5000,16,2000,2000,0-19,0,9996.0,0,999.6,10.038,345.02,404950448,242684168,9162,50,12549043
lowrate-overwake,base,1,1,1000,1ms,5000,16,2000,2000,0-19,0,9991.0,0,999.1,11.037,339.69,400572834,249636895,9786,35,9831000
lowrate-overwake,cand,1,2,1000,1ms,5000,16,2000,2000,0-19,0,9995.0,0,999.5,10.041,333.85,398028298,243323986,9303,37,10791020
lowrate-overwake,cand,2,1,1000,1ms,5000,16,2000,2000,0-19,0,9995.0,0,999.5,10.040,313.69,402993090,240371435,9258,41,11721697
lowrate-overwake,base,2,2,1000,1ms,5000,16,2000,2000,0-19,0,9995.0,0,999.5,11.039,330.72,388203683,245717049,9293,96,9774688
lowrate-overwake,base,3,1,1000,1ms,5000,16,2000,2000,0-19,0,9996.0,0,999.6,11.038,335.51,393291112,243220974,9138,55,11535458
lowrate-overwake,cand,3,2,1000,1ms,5000,16,2000,2000,0-19,0,9996.0,0,999.6,10.038,312.47,377271820,248821762,9271,154,8921666
lowrate-overwake,cand,4,1,1000,1ms,5000,16,2000,2000,0-19,0,9990.0,0,999.0,10.038,338.95,394004187,257025630,9647,91,11212859
lowrate-overwake,base,4,2,1000,1ms,5000,16,2000,2000,0-19,0,9990.0,0,999.0,11.037,343.79,391758022,247322313,9772,25,10501237
lowrate-overwake,base,5,1,1000,1ms,5000,16,2000,2000,0-19,0,9991.0,0,999.1,11.039,326.98,379652858,245326221,9498,30,9772368
lowrate-overwake,cand,5,2,1000,1ms,5000,16,2000,2000,0-19,0,9995.0,0,999.5,10.038,335.75,391297419,239336856,9234,52,11361045
